left_shop,left_brand,left_productName,left_price,right_shop,right_brand,right_productName,right_price,label,id
Carrefour,Danone,Natuur Magere Yoghurt Gesuikerd 4 x125 g,1.7,Albert Heijn,Danone,Hüttenkäse,2.49,0,5073
Carrefour,Pur Natur,Bio 70% Fruit met een Vleugje Citroen 350 g,4.52,Albert Heijn,Pur Natur,Biologische yoghurt vanille,1.99,0,5074
Colruyt,ALPRO,sojadrink choco,3.98,Albert Heijn,Alpro,Amandeldrink zonder suikers,2.19,0,5075
Albert Heijn,Fever-Tree,Ginger beer 4-pack,5.29,Colruyt,FEVER-TREE,Ginger Beer,4.99,1,5076
Carrefour,Kellogg's,Smacks 450 g,3.97,Albert Heijn,Kellogg's,Tresor chocola-hazelnoten,3.49,0,5077
Carrefour,Oikos,Yoghurt op Griekse Wijze Natuur 0% 2 x 145 g,2.45,Colruyt,DANONE OIKOS,Yoghurt 0% natuur,1.99,1,5078
Colruyt,DANONE,"Cottage Cheese mager 3,9%vg",1.59,Albert Heijn,Danone,Hüttenkäse,2.49,0,5079
Albert Heijn,Alpro,Amandeldrink zonder suikers,2.19,Colruyt,ALPRO,amandeldrink geroosterd Z.S.,1.98,1,5080
Albert Heijn,Nivea,Protect&care hydraterende gezichtscreme,5.79,Colruyt,NIVEA,MEN vochtinbrengde crème,2.89,1,5081
Colruyt,NESTLÉ FITNESS,Dark Chocolate,3.83,Carrefour,Fitness,Pure Chocolade Ontbijtgranen 450 g,4.99,1,5082
Albert Heijn,Nivea,Q10 power dagcrème SPF30,19.49,Colruyt,IMPERIAL,wilde roze zalm,8.85,0,5083
Albert Heijn,Kwekkeboom,Old Amsterdam bitterballen,4.19,Colruyt,BONI BIO,Provençaalse kruiden,1.35,0,5084
Carrefour,Alpro,Aardbei Plantaardig Alternatief voor Yoghurt 4 x 125 g,3.05,Albert Heijn,Alpro,Sojadrink banaan,1.59,0,5085
Colruyt,PACHA,oploschicorei,3.79,Carrefour,Pacha,Instant Oploscichorei 200 g,4.64,1,5086
Carrefour,Bic,"5 Balpennen Cristal 1,0 mm - Blauw",2.25,Albert Heijn,Bic,Cristal balpen blauw,2.39,1,5087
Colruyt,GALBANI,Paesano strooibus,9.13,Albert Heijn,Galbani,Mozzarella di latte di bufala mini,3.19,0,5088
Albert Heijn,Alpro,Plantaardige variatie op yoghurt perzik,2.19,Colruyt,COSY & TRENDY,ronde onderzett. kurk,4.99,0,5089
Carrefour,Listerine,Total Care 6in1 Mondspoeling Clean Mint 500 ml,5.75,Albert Heijn,Listerine,Mondwater total care,3.99,1,5090
Albert Heijn,Sanex,Men active control deodorant roller,3.29,Colruyt,BONI,ansjovisfilet olie look MSC,2.99,0,5091
Colruyt,DÉLIO,kipsalade,2.99,Albert Heijn,Délio,Kip salade,2.99,1,5092
Carrefour,Campina,Yoghurt op Perzik 150 g,1.45,Albert Heijn,Campina,Halfvolle melk houdbaar,0.69,0,5093
Colruyt,ALPRO,sojadrink choco,1.79,Albert Heijn,Alpro,Nutty mousse,1.99,0,5094
Colruyt,BONI SELECTION,kauwsticks,5.19,Albert Heijn,Felix,Original vis selectie in gelei,4.99,0,5095
Carrefour,Pur Natur,Bio 70% Fruit met een Vleugje Citroen 350 g,4.52,Albert Heijn,Pur Natur,Biologische yoghurt,1.79,0,5096
Carrefour,Signal,Tandenborstel Kids x1 extra zacht,2.95,Colruyt,SIGNAL,tandenborstel soft kinderen,1.99,1,5097
Albert Heijn,Verkade,Dier&co lange nekken,1.89,Colruyt,SILAN,lentegevoel 72ds,4.1,0,5098
Albert Heijn,,Goudse Belegen 48+ stuk,4,Colruyt,BONI,cashew geroost&gezouten,2.49,0,5099
Albert Heijn,Conimex,Mix bami goreng,0.59,Colruyt,LIEBIG DÉLISOUP,wortel pomp.bal. brik,2.59,0,5100
Albert Heijn,AH,Handsinaasappelen,2.99,Colruyt,L'OREAL,Volume Million Lash.extra black,13.79,0,5101
Albert Heijn,Knorr,Mix nasi goreng,1.39,Colruyt,BONI BIO,kastanjechampignons 250g,1.95,0,5102
Colruyt,IGLO,fish sticks MSC 28st,5.39,Albert Heijn,Iglo,Vissticks glutenvrij,4.99,0,5103
Albert Heijn,Lipton,Zwarte thee lemon,1.59,Colruyt,LIPTON,thee Lemon/forest fr/trop.fr,1.59,1,5104
Carrefour,Oikos,Yoghurt op Griekse Wijze Natuur 4 x 115 g,3.69,Colruyt,DANONE OIKOS,volle yogh. natuur,2.69,1,5105
Colruyt,,Chili Casa Mayor Chardonnay,5.65,Albert Heijn,AH,Goudse extra belegen 48+ plakken,2.99,0,5106
Colruyt,LU,cracotte gourmande,2.09,Carrefour,LU,Cracotte Gourmande Knapperig Recept 250 g,2.38,1,5107
Albert Heijn,Chimay,Tripel,1.15,Colruyt,CHIMAY,"trappist tripel 8,0%vol",6.9,1,5108
Colruyt,DREFT,vaatw.platin.plus quickwash,13.44,Albert Heijn,Dreft,Platinum plus vaatwastabletten regular,19.99,1,5109
Carrefour,Vache Bleue,Mix Gratin 3 Kazen 200 g,3.29,Albert Heijn,Vache Bleue,Gratin rasp,2.59,1,5110
Albert Heijn,Nescafé,Gold pot oploskoffie,4.79,Carrefour,Nescafé,Gold Dessert 200 g,6.85,1,5111
Colruyt,SIGNAL,tandenborstel soft kinderen,1.83,Carrefour,Signal,Tandenborstel Kids x1 extra zacht,2.84,1,5112
Albert Heijn,Nakd.,Lemon cake fruitreep met noten,3.39,Carrefour,Nakd,Lemon Cake Citron Fruit- & notenrepen 4 x 35 g,3.69,1,5113
Albert Heijn,Mutti,Polpa,1.19,Colruyt,BONI BIO,koriander plant,0.99,0,5114
Carrefour,Okay,Original Wit Keukenpapier 6 Rollen,6.05,Colruyt,OKAY,keukenpapier Decor,6.1,1,5115
Colruyt,DOVE,Go Fresh deo acai berry,1.94,Albert Heijn,Dove,Açaí berry & waterlily deodorant spray,3.99,1,5116
Colruyt,IGLO,zalm mosterdsaus groentjes,6.49,Albert Heijn,Iglo,Vissticks,2.59,0,5117
Carrefour,Omino Bianco,Sensitive 40 Wasbeurten 2000 ml,10.45,Colruyt,OMINO BIANCO,vl.wasm.sens.hypoal.,9.27,1,5118
Carrefour,Campina,0% Weidemelk 6 x 500ml,6.09,Albert Heijn,Campina,Dubbelvla chocolade-vanille,1.69,0,5119
Colruyt,LIPTON,Ice Tea Peach,0.745,Albert Heijn,Lipton,Zwarte thee yellow label,0.79,0,5120
Albert Heijn,Starbucks,Nespresso koffiecups espresso sumatra,3.79,Carrefour,Starbucks,"by NESPRESSO Single-Origin Sumatra  10 capsules, 55g",4.07,1,5121
Carrefour,Kellogg's,Frosties 450 g,4.05,Albert Heijn,Kellogg's,Honey pops loops,2.99,0,5122
Albert Heijn,Sanex,Dermo sensitive douchegel,3.59,Colruyt,ECONOM,aluminiumfolie,24.99,0,5123
Colruyt,MAGNUM,pint almond remix,4.99,Albert Heijn,Magnum,Almond ijs,3.99,0,5124
Carrefour,Felix,Kat Soup Visselectie 6 x 48 g,2.5,Albert Heijn,Felix,Soup vis selectie kattenvoer nat,2.59,1,5125
Colruyt,,courgetten,1.48,Albert Heijn,Santa Maria,Hot pepper sauce,1.39,0,5126
Albert Heijn,AH Excellent,Ardenner paté,2.2,Colruyt,NIVEA,Repair & Care bodylotion,7.28,0,5127
Carrefour,Becel,Original 300 g,2.05,Colruyt,BECEL,light,2.09,1,5128
Albert Heijn,Gourmet,Mon petit gevogelte kattenvoer nat,1.99,Colruyt,GOURMET,Mon petit gevogelte,1.99,1,5129
Colruyt,LIPTON,thee Herbal inf.rozenb-framb,2.59,Albert Heijn,Lipton,Peach 4-pack,2.69,0,5130
Carrefour,Beemster,Belegen Sneetjes 250 g,3.95,Albert Heijn,Beemster,Extra belegen 48+ plakken,2.69,0,5131
Colruyt,COCA-COLA,15cl,0.499,Albert Heijn,Coca-Cola,Zero vanilla,2.69,0,5132
Carrefour,Listerine,Total Care Mondspoeling Tandsteenbescherming 500 ml,7.55,Colruyt,LISTERINE,total care protection,4.89,1,5133
Albert Heijn,Muffinmasters,Red velvet crumble muffin,1.99,Colruyt,,broccoli,0.99,0,5134
Colruyt,IGLO,visgratin spinazie room MSC,4.49,Albert Heijn,Iglo,Fish cuisine zomerse groente,4.49,0,5135
Colruyt,CAMPINA,volle melk PET,1.31,Albert Heijn,Campina,Halfvolle melk houdbaar,0.69,0,5136
Colruyt,BONI BIO,brood.meergr.voorgeb.,3.09,Carrefour,Céréal Bio,Burgers van Bulgur & Spelt met Fijne Groenten 2 x 100 g,3.67,0,5137
Colruyt,ALPRO,amandeldrink ongeroosterd Z.S.,2.19,Albert Heijn,Alpro,Haverdrink zonder suikers,2.29,0,5138
Carrefour,Sheba,Kattenvoeding  Mini Filets Kuipje in Saus met Kip & Lamsvlees 85 g,0.7,Colruyt,SHEBA,mini filets kip-lam vlootje,0.69,1,5139
Albert Heijn,AH,Stoommaaltijd pasta-pesto,4.89,Colruyt,,Château La Commanderie Bordeaux,3.69,0,5140
Albert Heijn,L'OR,Espresso origins Colombia koffiecups,3.19,Carrefour,L'OR,Koffie Capsules Espresso Colombia Intensiteit 8 Nespresso* Compatibel 10 stuks,3.39,1,5141
Carrefour,Danio,Verse Kaas Specialiteit Perzik Snack 180 g,1.05,Albert Heijn,Danio,Romige kwark framboos cheesecake,2.5,0,5142
Carrefour,Alpro,Absolutely Amandel Natuur 350 g,3.79,Colruyt,ALPRO,Absolutely amandel natuur,3.49,1,5143
Colruyt,FINISH,protector,3.49,Albert Heijn,Finish,Protector bescherming tegen glascorrosie,3.49,1,5144
Albert Heijn,Croky,Ribble rock paprika,1.39,Colruyt,VANDEMOORTELE,mayonaise met eieren,1.99,0,5145
Colruyt,,Campo al Moro Vermentino,5.69,Albert Heijn,Tabasco,Mild,2.89,0,5146
Albert Heijn,Sultana,Fruitbiscuit appel,1.49,Colruyt,SULTANA,koeken appel,1.39,1,5147
Colruyt,IGLO,aardappelgratin gehakt spinaz.,4.99,Albert Heijn,Iglo,Vissticks omega-3,3.69,0,5148
Colruyt,COCA-COLA,Zero Sugar,1.03,Albert Heijn,Coca-Cola,Zero sugar,6.19,1,5149
Albert Heijn,Unox,Soep in zak aspergesoep,3.69,Colruyt,,Bourgogne blanc Les Cailloux,9.45,0,5150
Albert Heijn,Rio Mare,Insalatissime messicana e tonno,2.19,Colruyt,RIO MARE,Insalatissime Messic.P&L,2.39,1,5151
Carrefour,LU,Mini Crackers Naturel Toast 8 Pakjes 250 g,1.82,Colruyt,LU,Mini Crackers Naturel,1.19,1,5152
Colruyt,COCA-COLA,1L,1.69,Albert Heijn,Coca-Cola,Zero cherry,2.69,0,5153
Colruyt,ECONOM,diepvrieszakken 6L,4.99,Carrefour,Perrier,Natuurlijk Bruisend Mineraalwater Gearomatiseerd met Citrus 6 x 50 cl,5.25,0,5154
Carrefour,Kellogg's,Coco Pops Maxi 600 g,5.08,Albert Heijn,Kellogg's,Mini's,2.99,0,5155
Albert Heijn,Werther's Original,Klassieke roomsnoepjes,1.19,Colruyt,BIFI,snackpack XL,4.65,0,5156
Carrefour,Campina,Volle Room 250 g,5.05,Albert Heijn,Campina,Biologische houdbare halfvolle melk,1.25,0,5157
Colruyt,GALBANI,gorgonzola Cremoso,5.45,Albert Heijn,Galbani,Mozzarella lactosevrij,1.69,0,5158
Colruyt,SCHWEPPES,Pink,0.831,Albert Heijn,Schweppes,Pink tonic,4.99,1,5159
Colruyt,STABILO,Power kleurstiften,5.79,Carrefour,STABILO,Power 18 Kleurstiften Medium punt,6.99,1,5160
Colruyt,LAY'S MAMA MIA'S,kaas-paprika,1.29,Albert Heijn,Lay's,Mama mia's paprika kaas,1.29,1,5161
Albert Heijn,Schär,Meergranenbroodjes glutenvrij,2.99,Colruyt,BONI,wokmix vis MSC,11.78,0,5162
Carrefour,Carrefour,Bio Ontbijtspek 100 g,2.59,Colruyt,NIVEA,Ess.gev.huid Micell.water,3.74,0,5163
Carrefour,Douwe Egberts,Koffie Capsules Black Ristretto Intensiteit 12 Nespresso* Compatibel 20 stuks,4.27,Albert Heijn,Douwe Egberts,Aroma rood koffiepads,5.79,0,5164
Carrefour,Campina,Lactosevrije Halfvolle Melk 1 L,2.28,Albert Heijn,Campina,Zacht & luchtig vanille,1.29,0,5165
Colruyt,LU MIKADO,koeken pure chocolade,1.69,Albert Heijn,LU,Mikado puur,1.59,1,5166
Albert Heijn,Optimel,Drinkyoghurt limoen,1.79,Colruyt,SILAN,fr.cont.floral 50ds,4.85,0,5167
Colruyt,ALPRO,braden & bakken,1.99,Albert Heijn,Alpro,Plantaardige variatie op yoghurt perzik,2.19,0,5168
Carrefour,La Vache Qui Rit,Smeerkaas Natuur 200 g,4.05,Albert Heijn,La Vache Qui Rit,Mini cubes,2.39,0,5169
Albert Heijn,AH,Tijger wit half,0.65,Colruyt,EVERYDAY,pizza Margherita,1.89,0,5170
Colruyt,CAMPINA,verse volle kaas,3.15,Albert Heijn,Campina,Langlekker halfvolle melk multipack,2.29,0,5171
Colruyt,HAK,sperziebonen fijn gebroken,1.19,Albert Heijn,Hak,Witte bonen,1.19,0,5172
Carrefour,Be-Kind,Dark Chocolate Nuts & Sea Salt 3 x 30 g,3.77,Albert Heijn,Be-Kind,"Notenrepen glutenvrij dark choco, nut",2.99,1,5173
Albert Heijn,AH Biologisch,Lijnzaad gebroken XL,3.99,Colruyt,LUMINARC,wijnglazen,8.99,0,5174
Carrefour,Alpro,Dessert Vanille 4 x 125 g,2.65,Albert Heijn,Alpro,Fresh drink coconut zonder suikers,2.99,0,5175
Colruyt,BECEL PROACTIV,Immune,4.05,Carrefour,Becel,ProActiv Immune 250 g,4.05,1,5176
Carrefour,Kellogg's,Frosties 450 g,4.05,Albert Heijn,Kellogg's,Rice krispies,2.89,0,5177
Colruyt,LA LAITIÈRE,chocomousse,1.83,Albert Heijn,La Laitiere,Mousse met Belgische chocolade,1.99,1,5178
Colruyt,CÔTE D'OR,assortiment 8 smaken,0.85,Albert Heijn,Côte d'Or,Reep melk-hazelnoten,2.99,1,5179
Carrefour,Alpro,Mango Plantaardig voor Yoghurt Zonder Toegevoegde Suikers 400 g,2.84,Albert Heijn,Alpro,Amandeldrink original,2.19,0,5180
Carrefour,Cécémel,Less Sugar 1 L,2.1,Colruyt,CÉCÉMEL,less sugar brik,0.99,1,5181
Albert Heijn,Ben & Jerry's,Twist rain-dough cookie dough,3.99,Carrefour,Ben & Jerry's,Glace Rain-Dough Cookie Dough Twist 465 ml,7.65,1,5182
Carrefour,Arla,Skyr Nature XL Pack 1000 g,3.89,Colruyt,BONI,kipsalade Hawaï,2.32,0,5183
Colruyt,THERAMED,tandpasta kinderen 2in1,2.79,Carrefour,Theramed,Junior 2in1 Aardbei 6+ Tandpasta 75 ml,3.15,1,5184
Carrefour,Alpro,Vanille Sojadrink  1 L,1.57,Albert Heijn,Alpro,Barista almond,2.99,0,5185
Colruyt,CARLSBOURG,verse room PET,2.09,Carrefour,Carlsbourg,Authentieke Volle Room 25 cl,2.3,1,5186
Colruyt,DANONE ACTIVIA,Breakfast nat.suiker,1.19,Carrefour,Activia,Mix & Go Yoghurt & Granen met Probiotica 190 g,1.47,1,5187
Carrefour,Alpro,Aardbei Plantaardig Alternatief voor Yoghurt 500 g,2.65,Albert Heijn,Alpro,Sojadrink banaan,1.59,0,5188
Carrefour,Starbucks,"by NESPRESSO Single-Origin Sumatra  10 capsules, 55g",3.99,Albert Heijn,Starbucks,Nespresso koffiecups espresso sumatra,3.79,1,5189
Colruyt,PERFECT FIT,Indoor 1+ kip,3.69,Albert Heijn,Perfect fit,Indoor 1+ kattenbrokken - kip,3.69,1,5190
Albert Heijn,Sensodyne,Tandvleesbescherming,3.99,Colruyt,SENSODYNE,gum protection,3.99,1,5191
Carrefour,Alpro,Mild & Creamy Natuur 750 g,2,Albert Heijn,Alpro,Plantaardige variatie op vla vanille,1.99,0,5192
Carrefour,Alpro,Blauwe Bosbes Plantaardig Alternatief voor Yoghurt 500 g,2.65,Albert Heijn,Alpro,Plantaardige variatie op yoghurt kers,2.19,0,5193
Albert Heijn,AH,Melkbroodjes met chocola,1.99,Colruyt,BONI,bananen,1.55,0,5194
Colruyt,ALPRO,Greek Style haver,2.76,Albert Heijn,Alpro,Cuisine,1.79,0,5195
Carrefour,Sheba,Kattenvoeding  Délices du Jour Vis Selectie in Saus 6 x 50 g,3.05,Albert Heijn,Sheba,Délices du jour - in saus - vis,2.69,1,5196
Albert Heijn,AH,Fijne brokjes in gelei (voor de kat),2.99,Colruyt,BONI,gv salami Milano,3.1,0,5197
Carrefour,Theramed,Original Tandpasta Dispenser 100 ml,2.11,Colruyt,THERAMED,tandpasta Original,1.77,1,5198
Albert Heijn,L'OR,Espresso lungo elegante koffiecups,4.79,Colruyt,L'OR ESPRESSO,caps Lungo Eleg. 06,4.79,1,5199
Colruyt,PERSIL,frisse bries 1.95L,12.95,Carrefour,Persil,Vloeibaar Wasmiddel Active Gel Frisse Bries 39DS 1.95L,12.95,1,5200
Albert Heijn,NOCCO,Caribbean BCAA,1.49,Colruyt,NOCCO,Caribbean,1.49,1,5201
Carrefour,Alpro,Vanille Amandeldrink 1 L,3.65,Albert Heijn,Alpro,Absolutely coconut naturel,3.49,0,5202
Colruyt,BONI,sponsdoek plantaardig,1.99,Albert Heijn,Melitta,Natuur filterzakjes nr. 1x4,2.09,0,5203
Carrefour,Wasa,Lichtgewicht 300 g,1.97,Albert Heijn,Wasa,Lichtgewicht,1.39,1,5204
Carrefour,Becel,Melk voor de Koffie 200 ml,1.38,Colruyt,BECEL,koffieroom glas,1.29,1,5205
Colruyt,IGLO,witloof gratin,3.29,Albert Heijn,Iglo,Vissticks,2.59,0,5206
Colruyt,PHILADELPHIA,original light,2.4,Carrefour,Philadelphia,Smeerkaas LIGHT Original 320 g,2.99,1,5207
Colruyt,ALPRO,amandeldrink,1.79,Albert Heijn,Alpro,Amandeldrink original,2.19,1,5208
Colruyt,BECEL,bakken&braden vlootje,1.99,Albert Heijn,Becel,Vlees & jus voor bakken & braden,1.19,0,5209
Carrefour,Theramed,Junior Aardbei 6+ Tandpasta 75 ml,2.61,Colruyt,THERAMED,tp kinderen aardbei,2.05,1,5210
Albert Heijn,Wasa,Sesam,1.39,Carrefour,Wasa,Sesam 250 g,1.72,1,5211
Colruyt,LIPTON,thee Yellow Label,0.464,Carrefour,Lipton,Zwarte thee Yellow Label 20 theezakjes,1.64,1,5212
Albert Heijn,Fama,Bakken en braden,1.59,Carrefour,Fama,500 g,2.5,1,5213
Colruyt,,Riesling Pfalz,4.54,Albert Heijn,,Lasagne pakket compleet,10.42,0,5214
Albert Heijn,Nescafé,Gold caramel latte oploskoffie,2.39,Colruyt,NESCAFÉ GOLD,Caramel Latte,2.19,1,5215
Colruyt,,Roodeberg rood Zuid-Afrika,7.3,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,5216
Carrefour,Gourmet,Perle Zee Delicatesse 4 x 85 g,3.45,Colruyt,GOURMET,Perle vis delic.,2.49,1,5217
Colruyt,DOUWE EGBERTS,Gold bonen,15.99,Carrefour,Douwe Egberts,Koffiebonen Gold 1 kg,15.99,1,5218
Colruyt,SENSEO,pads Espresso Intense,4.69,Carrefour,Senseo,Espresso Koffie Pads Composteerbaar* Intense 36 stuks,4.97,1,5219
Colruyt,DANONE,fruit v.hier yogh.aardbei,2.79,Albert Heijn,Danone,Danoontje banaan aardbei abrikoos,0.99,0,5220
Carrefour,Krisprolls,Zweeds Brood Volkoren 225gr,2.65,Colruyt,KRISPROLLS,volkoren,2.53,1,5221
Colruyt,ALPRO,aardbei,3.05,Albert Heijn,Alpro,Mild & Creamy Naturel met kokosnoot,2.99,0,5222
Colruyt,FAMA,bakken en braden vlootje,1.59,Albert Heijn,Fama,Bakken en braden,1.59,1,5223
Colruyt,PUR NATUR,yoghurt vol aardbei bio,4.55,Albert Heijn,Pur Natur,Magere yoghurt,2.69,0,5224
Carrefour,Pur Natur,Bio 70% Fruit met een Vleugje Citroen 350 g,4.52,Colruyt,PUR NATUR,aardbeien sublieme bio70%,4.26,1,5225
Albert Heijn,Magnum,Vegan classic ijs,3.79,Carrefour,Magnum,Ola Multipack Vegan Ijs Vegan Classic 3 x 90 ml,4.35,1,5226
Colruyt,LIPTON,Ice Tea Green Lemon PET,1.07,Albert Heijn,Lipton,Ice tea green,2.59,0,5227
Colruyt,CELEBRATIONS,mini-assortiment,3.99,Albert Heijn,Celebrations,Assortiments mix,3.99,1,5228
Colruyt,ALPRO,perzik,1.36,Albert Heijn,Alpro,Nutty mousse,1.99,0,5229
Albert Heijn,Alpro,IJs almond salted caramel,4.99,Carrefour,Alpro,Ijs Amandel - Salted Karamel 500 ml,5.85,1,5230
Carrefour,Gourmet,Gold Mousse met Groenten 12 x 85 g,8.4,Colruyt,GOURMET,Gold mousse met groenten,7.99,1,5231
Albert Heijn,AH,Plantaardige kruidencrème kruiden,1.15,Colruyt,BONI,paaseitje praline crisp,1.99,0,5232
Colruyt,SHEBA,delicatesse gevogelte,0.69,Carrefour,Sheba,Kattenvoeding  Délicatesse Kuipje in Gelei met Gevogelte 85 g,0.7,1,5233
Carrefour,White products,Granenrepen met Melkchocolade 8 x 25 g,0.99,Albert Heijn,Au bouchon,Kaas,6.59,0,5234
Albert Heijn,Jacob's Creek,Shiraz Cabernet,6.99,Carrefour,Jacob's Creek,Australië  Shiraz Rood,7.89,1,5235
Colruyt,,JP Chenet Cabernet Syrah IGP Oc,5.49,Carrefour,J.P. Chenet,Cabernet-Syrah 6 x 75 cl,29.94,1,5236
Carrefour,Nescafé Dolce Gusto,Espresso Intenso Extra Crema 16 Capsules 112 g,4.69,Albert Heijn,Nescafé Dolce Gusto,Koffiecups espresso intenso,4.19,1,5237
Carrefour,Lipton,Pyramide  Zwarte thee Bosvruchten 20 zakjes,2.75,Albert Heijn,Lipton,Forest fruit zwarte thee,1.59,1,5238
Colruyt,BABYBEL,mini mix 9st,3.19,Albert Heijn,Babybel,Jonge 45+ kaasjes,1.99,0,5239
Albert Heijn,Heineken,Premium pilsener blik,7.69,Colruyt,PEPSI MAX,cola Cherry,0.59,0,5240
Colruyt,ALPRO,Mild&Creamy natuur z.s.,2.19,Albert Heijn,Alpro,Barista almond,2.99,0,5241
Colruyt,ALPRO,Mild&Creamy natuur z.s.,2.19,Albert Heijn,Alpro,Sojadrink choco,1.99,0,5242
Carrefour,Becel,Original 300 g,2.05,Colruyt,BECEL,light,2.05,1,5243
Colruyt,ALPRO,blauwe bosbes,1.55,Albert Heijn,Alpro,Dessert dark chocolate,2.19,0,5244
Colruyt,LIPTON,Green tea Bright citrus,2.39,Albert Heijn,Lipton,Zwarte thee russian earl grey,1.99,0,5245
Colruyt,MAGNUM,double gold caramel,4.59,Albert Heijn,Magnum,White chocolate ijs,4.79,0,5246
Albert Heijn,Oral-B,Pro-Expert pulsar manuel tandenborstel M,6.59,Colruyt,ORAL-B,tandenborstel pro-exp.pulsar,3.87,1,5247
Colruyt,ORGANIX,pouch appel-aardb-bosbes 6m,1.09,Albert Heijn,Organix,"Knijpfruit appel, aardbei & bosbes 6mnd",1.09,1,5248
Colruyt,LIPTON,thee Yellow Label,1.69,Albert Heijn,Lipton,Ice tea sparkling regular,9.79,0,5249
Carrefour,Danio,Specialiteit met Verse Kaas Vanille Snack 180 g,1.05,Albert Heijn,Danio,Romige kwark stracciatella,2.5,0,5250
Colruyt,NESTLÉ BONJOUR,koffie melk cichorei,6.52,Carrefour,Nestlé,Koffie BONJOUR Doos 400 g,7.47,1,5251
Carrefour,Alpro,Ijs Amandel - Salted Karamel 500 ml,5.85,Albert Heijn,Alpro,Plantaardige variatie op yoghurt perzik,2.19,0,5252
Colruyt,SCOTTEX,Kussenzacht,8.89,Carrefour,Scottex,Toiletpapier Kussenzacht 18 Rollen,9.85,1,5253
Colruyt,KINDER,Surprise verrassingseitjes,3.79,Albert Heijn,Kinder,Suprise,3.99,1,5254
Colruyt,ALPRO,sojadrink,0.545,Albert Heijn,Alpro,Not M*LK Drink Plantaardig & Halfvol,1.99,0,5255
Colruyt,NISSIN SOBA,noodles chili yaki. pot,2.09,Albert Heijn,Nissin,Soba chili noodles cup,2.09,1,5256
Carrefour,Dr. Oetker,Ristorante Mozzarella 335 g,2.06,Albert Heijn,Dr. Oetker,Gist levure,0.59,0,5257
Carrefour,Chaumes,Le Fondant Authentique 150 g,3.69,Albert Heijn,Chaumes,Grand caractere 58+,3.75,1,5258
Colruyt,IGLO,zalm mosterdsaus groentjes,4.15,Albert Heijn,Iglo,Oven visrösti's,3.99,0,5259
Albert Heijn,Felix,Crispies rund- & kipsmaak kattensnack,1.59,Carrefour,Felix,Kat Crispies Snacks met Rund-en Kipsmaak 45 g,2,1,5260
Delhaize,Ecover,"Wasmiddel | Kleuren | 1,5L | 33 DS | Eco",11.05,Colruyt,ECOVER,vl.wasmiddel color,9.99,1,5261
Carrefour,Douwe Egberts,Koffie Pads Espresso 32 stuks,4.07,Colruyt,DOUWE EGBERTS,espresso pads,4.07,1,5262
Carrefour,Dr. Oetker,Ristorante Pizza Funghi 365 g,2.92,Albert Heijn,Dr. Oetker,Brownies choco bakmix,1.99,0,5263
Colruyt,GALBANI,Mascarpone,3.49,Carrefour,Galbani,Mascarpone 500 g,4.09,1,5264
Albert Heijn,L'Oréal,Magic retouch uitgroeispray donkerblond,9.99,Colruyt,L'OREAL,Magic Retouch 4 blond,7.86,1,5265
Colruyt,NESCAFÉ,3in1 10 zakjes,1.41,Albert Heijn,Nescafé,Gold cappuccino oploskoffie,1.79,0,5266
Colruyt,LAY'S BUGLES,Sweet Chilli,1.3,Albert Heijn,Lay's,Bugles sweet chilli,1.49,1,5267
Albert Heijn,Ecover,WC-reiniger power,2.99,Colruyt,ECOVER,wc-reiniger Power cit&sin.,2.99,1,5268
Colruyt,LOTUS,pasta speculoos,1.99,Albert Heijn,Lotus,Biscoff speculoos pasta original,2.19,1,5269
Carrefour,Lipton,Thee    Nespresso Capsules Rustige Nacht  10 capsules,4.11,Albert Heijn,Lipton,Ice tea peach,2.49,0,5270
Carrefour,Kellogg's,Rice Krispies 375 g,3.01,Albert Heijn,Kellogg's,Frootloops unicorn,3.99,0,5271
Colruyt,BOSTO,Tartinettes fondantchocolade,1.89,Carrefour,Bosto,Tartinettes Puur 8 Stuks 90 g,1.97,1,5272
Colruyt,HAK,erwt wortelen extra fijn,1.79,Albert Heijn,Hak,Sperziebonen fijn gebroken,1.19,0,5273
Colruyt,ALPRO,sojadrink choco,1.79,Albert Heijn,Alpro,Dessert vanille,2.19,0,5274
Albert Heijn,AH,Rode pesto,0.99,Colruyt,EVERYDAY,frieten,1.49,0,5275
Colruyt,ALPRO,natuur met kokosnoot,2.95,Albert Heijn,Alpro,Dessert vanille,2.19,0,5276
Carrefour,NAT,Ontbijtgranen Beer Chocolade 6 x 32 g,3.79,Colruyt,NAT,bear choco cereal,3.69,1,5277
Albert Heijn,Vitakraft,Beefsticks rund,1.99,Colruyt,VITAKRAFT,Beefstick salami rund,1.99,1,5278
Colruyt,PRÉSIDENT,camembert,2.45,Carrefour,Président,Camembert 250 g,2.55,1,5279
Albert Heijn,Del Monte,Ananasblokjes op sap,0.79,Colruyt,DEL MONTE,ananas stuk sap blik,2.07,1,5280
Albert Heijn,AH,Goudse jong 48+ stuk,7.26,Colruyt,SENSODYNE,Fresh Mint,2.2,0,5281
Carrefour,Arla,Skyr Vanille 450 g,2.32,Albert Heijn,Arla,Skyr yoghurt vanille,1.99,1,5282
Albert Heijn,Becel,Voor in de koffie zacht & romig pak,1.39,Colruyt,DETTOL,rein.doek Power&Fresh oceaan,2.24,0,5283
